iter	Logloss
288	0.3935298238
289	0.3928784416
290	0.3922256685
291	0.3916211639
292	0.3911298173
293	0.3904722872
294	0.3896760089
295	0.3891204879
296	0.3884811742
297	0.3876225608
298	0.3871092512
299	0.3865224407
300	0.3857802436
301	0.3851733321
302	0.3843967347
303	0.3838342428
304	0.3830887477
305	0.3824697846
306	0.3819720632
307	0.3812420595
308	0.3806746744
309	0.380182919
310	0.3796211027
311	0.3791018611
312	0.3784652721
313	0.3776852574
314	0.3769307534
315	0.3763791834
316	0.3757069622
317	0.3751792056
318	0.374456593
319	0.3737163941
320	0.3732168618
321	0.3726783934
322	0.3719131549
323	0.3712698221
324	0.3706886087
325	0.3701117436
326	0.3695094699
327	0.3688754695
328	0.3683677117
329	0.3676545052
330	0.3671917745
331	0.3666644664
332	0.3660715421
333	0.3654035614
334	0.3650293577
335	0.3642318419
336	0.3636548122
337	0.363120028
338	0.3624747992
339	0.3619707312
340	0.3615230549
341	0.3610673291
342	0.3604639428
343	0.3598628271
344	0.3593320165
345	0.3588438886
346	0.3583483866
347	0.3575996161
348	0.3569703329
349	0.3563462666
350	0.355816983
351	0.3554257779
352	0.354725639
353	0.3541119439
354	0.3537011941
355	0.3531821058
356	0.3526410375
357	0.3520801124
358	0.3515246766
359	0.3509711197
360	0.3503724848
361	0.349859022
362	0.3493771723
363	0.348910116
364	0.3485029652
365	0.3479593481
366	0.3474714188
367	0.3470094999
368	0.3465847856
369	0.3459911744
370	0.3453735056
371	0.3448403847
372	0.3442858117
373	0.343777736
374	0.3431981972
375	0.3426528431
376	0.3420642444
377	0.341590887
378	0.3407230831
379	0.3402807429
380	0.3397196077
381	0.3393069676
382	0.3388067143
383	0.3383162135
384	0.3379788796
385	0.3375138555
386	0.3369804621
387	0.3366087107
388	0.3360617331
389	0.3356332665
390	0.3352058672
391	0.3347382943
392	0.3343143633
393	0.3338070994
394	0.3334010726
395	0.3329648574
396	0.3325107722
397	0.3321501811
398	0.3317547753
399	0.3312129407
400	0.3308482454
401	0.3304806039
402	0.329971603
403	0.329387784
404	0.3288632972
405	0.3285966941
406	0.3278918607
407	0.3274220512
408	0.3270713261
409	0.3266692502
410	0.3261929183
411	0.325736341
412	0.3253468786
413	0.324831043
414	0.3244873853
415	0.3240445796
416	0.3236947514
417	0.3231536093
418	0.3225095442
419	0.3220957291
420	0.3217093207
421	0.3212597313
422	0.3207978975
423	0.3204159566
424	0.3198281072
425	0.3194597335
426	0.3190010786
427	0.3184988442
428	0.3177850133
429	0.3173150619
430	0.3169064408
431	0.3165862504
432	0.3160875582
433	0.3154955251
434	0.3149322215
435	0.3144814003
436	0.3139933518
437	0.3135611897
438	0.3131268592
439	0.312541008
440	0.3121759097
441	0.3118091368
442	0.3114600636
443	0.311051732
444	0.3106579213
445	0.3101215817
446	0.3096388578
447	0.3092261212
448	0.3088732277
449	0.3086400713
450	0.3083748931
451	0.3079123156
452	0.3074951115
453	0.306952749
454	0.3063756284
455	0.3059366998
456	0.3056251946
457	0.3052559694
458	0.3047596387
459	0.3044323183
460	0.3040671859
461	0.3036805562
462	0.303382374
463	0.302999031
464	0.302509955
465	0.3020881812
466	0.3017195179
467	0.3013178621
468	0.3009873856
469	0.3004504215
470	0.3001789252
471	0.2998872371
472	0.2994620119
473	0.2988860891
474	0.2985121466
475	0.2980059839
476	0.2975049189
477	0.2971015998
478	0.2967946813
479	0.2965173381
480	0.2960976987
481	0.2956573339
482	0.2952153456
483	0.2947220178
484	0.2943604844
485	0.2939870471
486	0.2936727319
487	0.2933626175
488	0.2928871143
489	0.2926124448
490	0.2922163237
491	0.2918292568
492	0.2912775562
493	0.2909293061
494	0.2906264861
495	0.2903242792
496	0.2898604983
497	0.2895051354
498	0.2890399467
499	0.2887423833
500	0.2883368787
501	0.2877950952
502	0.2873574552
503	0.2870764619
504	0.2867430108
505	0.2863033215
506	0.2858759165
507	0.2853383507
508	0.2848688988
509	0.2844514449
510	0.2839187838
511	0.2834714878
512	0.2829136338
513	0.2824499437
514	0.2818080698
515	0.281346446
516	0.2808858383
517	0.2806148586
518	0.2802460591
519	0.2796493201
520	0.279218441
521	0.2788785469
522	0.2784850484
523	0.278067339
524	0.2778066056
525	0.2777127482
526	0.277232505
527	0.2768241678
528	0.2763946965
529	0.2761406898
530	0.2757975942
531	0.2754319395
532	0.2750245673
533	0.2747491144
534	0.2744026298
535	0.2740538858
536	0.2736683857
537	0.2732359966
538	0.2729720104
539	0.2725740841
540	0.2721052283
541	0.2718430474
542	0.2713908298
543	0.2710924319
544	0.2707176776
545	0.2703690018
546	0.2700688271
547	0.2696636234
548	0.2693338224
549	0.2689129114
550	0.2685130891
551	0.2681733483
552	0.2677671001
553	0.2674108517
554	0.2671447652
555	0.2666614169
556	0.2662336883
557	0.2658116023
558	0.2653940575
559	0.2649925663
560	0.2645943732
561	0.2642028729
562	0.2638179972
563	0.2635162728
564	0.2631600811
565	0.2627712431
566	0.262462457
567	0.2621725911
568	0.2617572319
569	0.2613630919
570	0.2610754683
571	0.2606911148
572	0.2602637609
573	0.2598354533
574	0.2594046763
575	0.2591279121
576	0.2589353777
577	0.2585355781
578	0.2582327638
579	0.2578389247
580	0.2574296054
581	0.2571668511
582	0.2569326616
583	0.2565567607
584	0.2561596746
585	0.2559279771
586	0.2555685611
587	0.2553258794
588	0.2550392378
589	0.2548098621
590	0.2545945077
591	0.2542634748
592	0.2540441354
593	0.2538178081
594	0.2535045147
595	0.253194088
596	0.2529140711
597	0.2525578624
598	0.2521962552
599	0.2518422774
600	0.2514631975
601	0.2511126427
602	0.2507409879
603	0.2503395875
604	0.2500227803
605	0.2497913951
606	0.2495338746
607	0.2492716994
608	0.2490014008
609	0.2487209865
610	0.2485048487
611	0.2480735665
612	0.2477502255
613	0.2473668201
614	0.2469553664
615	0.2465869642
616	0.2462945779
617	0.2462171657
618	0.2458345436
619	0.2455057019
620	0.245169282
621	0.244774387
622	0.2445543096
623	0.2441938832
624	0.2438251688
625	0.243574818
626	0.2431809562
627	0.2429804859
628	0.2426242488
629	0.2424045688
630	0.2420821133
631	0.2418778056
632	0.241609755
633	0.2413336947
634	0.2410702138
635	0.2407880794
636	0.2404028858
637	0.2400541306
638	0.2397580885
639	0.2395962931
640	0.2392983493
641	0.2389597893
642	0.2386602561
643	0.238334616
644	0.238072401
645	0.2377365146
646	0.2375100681
647	0.2372284446
648	0.2370306594
649	0.2366656462
650	0.23647985
651	0.2362278075
652	0.2359996183
653	0.2358510948
654	0.2356599569
655	0.2353967655
656	0.2350776196
657	0.2348879235
658	0.234541717
659	0.2343535537
660	0.2341662702
661	0.2339797701
662	0.2337194057
663	0.233533144
664	0.2333723193
665	0.2330867222
666	0.2329382896
667	0.2326119457
668	0.2323557025
669	0.232031913
670	0.2317194087
671	0.2315397433
672	0.2313116221
673	0.2310042438
674	0.2307138273
675	0.230404604
676	0.2300641026
677	0.2297895976
678	0.2295996007
679	0.2292967921
680	0.2289692504
681	0.22863031
682	0.2283393883
683	0.2281848646
684	0.2279301655
685	0.2276770387
686	0.2274248657
687	0.2272888308
688	0.2269753047
689	0.2266741253
690	0.2264441309
691	0.2262311039
692	0.2259497926
693	0.2257797832
694	0.2255691687
695	0.225425391
696	0.2251543034
697	0.2250165939
698	0.224737156
699	0.2245690993
700	0.2241567203
701	0.2239903098
702	0.2237558705
703	0.2234195868
704	0.2231459845
705	0.2228810503
706	0.2225639934
707	0.22227956
708	0.2219780684
709	0.2217325597
710	0.2215905133
711	0.2212965375
712	0.2209996893
713	0.2208388079
714	0.2205781596
715	0.2204179366
716	0.2201520659
717	0.2199686766
718	0.219662076
719	0.2194028298
720	0.2191238233
721	0.2190417222
722	0.2187500738
723	0.2185299226
724	0.2183019263
725	0.2180065711
726	0.2176999989
727	0.2175547793
728	0.2174225705
729	0.2171906517
730	0.2169026988
731	0.2166212513
732	0.2163478079
733	0.2160328116
734	0.2157382114
735	0.2154545216
736	0.2151725235
737	0.2148964292
738	0.2146090099
739	0.2144772098
740	0.2141746396
741	0.2139989762
742	0.2137169951
743	0.2134939262
744	0.2133239678
745	0.2130526758
746	0.212823777
747	0.2125471092
748	0.2122902473
749	0.2120876312
750	0.2119454713
751	0.2116456713
752	0.2113709279
753	0.2111880723
754	0.2109192439
755	0.2107225373
756	0.2104238499
757	0.210152206
758	0.2099553347
759	0.2096736374
760	0.2093931039
761	0.2091745252
762	0.2089235839
763	0.2086953549
764	0.208411739
765	0.2082688354
766	0.2080751203
767	0.2079590673
768	0.2077445303
769	0.2074737606
770	0.2072785468
771	0.2070039454
772	0.206685316
773	0.2065460001
774	0.2063159091
775	0.2059960706
776	0.2057730187
777	0.2055481899
778	0.2052586419
779	0.2049628666
780	0.2047060331
781	0.2045700777
782	0.204338437
783	0.2040802524
784	0.2038097836
785	0.2035263152
786	0.2033795062
787	0.2032445612
788	0.2030691419
789	0.2028767154
790	0.2026265008
791	0.2023644561
792	0.2022474039
793	0.2019564084
794	0.2017825217
795	0.2015040829
796	0.2012268929
797	0.2009897232
798	0.2008294037
799	0.2005707309
800	0.2003351507
801	0.2000963007
802	0.1999880586
803	0.1997237887
804	0.1994712466
805	0.1992103032
806	0.1990962142
807	0.1988474414
808	0.1986171518
809	0.1983371689
810	0.198077497
811	0.1978393282
812	0.1974851858
813	0.1972171238
814	0.1970655918
815	0.1969383785
816	0.1966695445
817	0.1963387557
818	0.1960713863
819	0.1958183675
820	0.195572592
821	0.1954478763
822	0.195240736
823	0.1950811432
824	0.1948489007
825	0.1946803956
826	0.1944840863
827	0.1942476318
828	0.1941233362
829	0.1938696248
830	0.1937869049
831	0.1936161518
832	0.1933920156
833	0.1932445935
834	0.1931477728
835	0.1929275195
836	0.1926537355
837	0.1924173378
838	0.192140443
839	0.1918694973
840	0.1916258222
841	0.1914934317
842	0.1912549791
843	0.191156796
844	0.1910109293
845	0.1908198425
846	0.1905904611
847	0.1903646219
848	0.1902607963
849	0.1901080041
850	0.1897615365
851	0.1895304748
852	0.1892767861
853	0.1890396845
854	0.1887920357
855	0.188696112
856	0.1884552524
857	0.1882025741
858	0.1880889052
859	0.1879284722
860	0.1877265317
861	0.1876862957
862	0.1875527813
863	0.187389317
864	0.1871647154
865	0.1870428608
866	0.1868164085
867	0.1866008668
868	0.1863616194
869	0.1862101895
870	0.1859901746
871	0.1857344196
872	0.1855680034
873	0.1854630084
874	0.1853194804
875	0.1850449585
876	0.1848293259
877	0.1846883865
878	0.1844702789
879	0.1842552026
880	0.1840421699
881	0.1838882651
882	0.1836737792
883	0.1834867114
884	0.1832403342
885	0.1829512006
886	0.1827392124
887	0.1825607164
888	0.1824544725
889	0.1823263963
890	0.1821914173
891	0.1819722539
892	0.1818069844
893	0.1817285106
894	0.1815534433
895	0.1813804649
896	0.1811491308
897	0.1809332257
898	0.180763835
899	0.1806520735
900	0.1803947063
901	0.1801894052
902	0.1800666991
903	0.1799026784
904	0.1796810968
905	0.17945813
906	0.1792791912
907	0.1790120488
908	0.1787561008
909	0.1786547615
910	0.1784548759
911	0.1783702146
912	0.1783022086
913	0.1780815125
914	0.1778913225
915	0.1776598862
916	0.1775601251
917	0.1773939814
918	0.177175817
919	0.1770972524
920	0.1769423031
921	0.1767402831
922	0.1764298507
923	0.1762562139
924	0.1760266168
925	0.1757974398
926	0.1755635965
927	0.1754341353
928	0.1753952163
929	0.175240721
930	0.1751601923
931	0.1749484993
932	0.1747024173
933	0.1744823796
934	0.1742461409
935	0.1740495477
936	0.1738294306
937	0.1736017749
938	0.1733933517
939	0.1732711224
940	0.1731119837
941	0.1729799679
942	0.1728142103
943	0.1726856459
944	0.1724833307
945	0.1722629638
946	0.1720629533
947	0.1718661217
948	0.1716263294
949	0.1714948132
950	0.1713296913
951	0.1712549527
952	0.1710751624
953	0.1708888781
954	0.1706948507
955	0.1706030709
956	0.1703858262
957	0.1701741105
958	0.1700270971
959	0.1698260761
960	0.1696243513
961	0.1695390202
962	0.1693472522
963	0.1692584015
964	0.1690667016
965	0.1689086528
966	0.1686926115
967	0.1686610721
968	0.1684618564
969	0.1682817028
970	0.1682478473
971	0.1680366085
972	0.167869057
973	0.1676615533
974	0.1674693425
975	0.1672501905
976	0.1671129295
977	0.1669238976
978	0.1667468094
979	0.166582346
980	0.1664352531
981	0.1662592888
982	0.1660950411
983	0.1659659885
984	0.1658792382
985	0.1657457238
986	0.1655313742
987	0.1654458387
988	0.1652535143
989	0.1651185921
990	0.1649135181
991	0.1647939909
992	0.1646184581
993	0.1644263495
994	0.1642605123
995	0.1641804377
996	0.164012557
997	0.1638245242
998	0.163650876
999	0.1635041464
